#T Interaction energy_density pressure entropy p_over_e cs^2
0.071 0.0999655342624003 0.182610731546208 0.0275483990946027 0.210159130640811 0.150858598842159 0.17376657664152 
0.072 0.10251184078294 0.189374958056214 0.0289543724244249 0.218329330480639 0.152894409702417 0.17409438763496 
0.073 0.105163195146485 0.196293241844396 0.030376682232637 0.226669924077033 0.154751543900411 0.174343098923057 
0.074 0.107923213355166 0.203372205745924 0.0318163307969193 0.235188536542843 0.156443849739565 0.174517852514899 
0.075 0.110795686014628 0.210618675041261 0.0332743296755443 0.243893004716805 0.157983757466073 0.174623376744244 
0.076 0.113784583630566 0.218039688282943 0.0347517015507923 0.252791389833735 0.159382458415993 0.174664030689421 
0.077 0.116894062260336 0.22564250833162 0.0362494820237613 0.261891990355381 0.160650057880435 0.174643843045389 
0.078 0.120128469518834 0.233434633625391 0.0377687213688523 0.271203354994243 0.16179570607103 0.17456654622742 
0.079 0.123492350937924 0.241423809704342 0.0393104862554726 0.280734295959815 0.162827710753193 0.1744356063705 
0.08 0.126990456679567 0.249618041011071 0.0408758614438346 0.290493902454905 0.163753634465955 0.174254249775376 
0.081 0.130627748605055 0.258025602988511 0.0424659514611519 0.300491554449663 0.164580378727156 0.174025486277252 
0.082 0.134409407701419 0.266655054493454 0.0440818822640118 0.310736936757466 0.165314257206754 0.173752129939363 
0.083 0.138340841868578 0.27551525054533 0.0457248028922508 0.321240053437581 0.165961059512122 0.173436817412594 
0.084 0.142427694070048 0.284615355427798 0.0473958871192499 0.332011242547048 0.166526106955861 0.173082024257113 
0.085 0.146675850851187 0.293964856160795 0.0490963351032026 0.343061191263998 0.167014301452237 0.172690079479534 
0.086 0.151091451228283 0.303573576359023 0.0508273750435801 0.354400951402603 0.167430168505406 0.172263178501963 
0.087 0.155680895953246 0.313451690493424 0.052590264846726 0.36604195534015 0.167777895100647 0.171803394752114 
0.088 0.16045085715727 0.323609738570005 0.054386293804245 0.37799603237425 0.168061363185706 0.171312690038181 
0.089 0.165408288378009 0.334058641240828 0.0562167842876064 0.390275425528435 0.168284179324907 0.170792923850113 
0.09 0.170560434973477 0.344809715359961 0.0580830934621614 0.402892808822122 0.168449701022856 0.170245861711355 
0.091 0.175914844926544 0.355874689997239 0.0599866150235652 0.415861305020804 0.168561060141789 0.169673182688476 
0.092 0.18147938004267 0.367265722920881 0.0619287809594036 0.429194503880285 0.168621183776371 0.169076486154651 
0.093 0.187262227543244 0.378995417559161 0.063911063338639 0.4429064808978 0.16863281289849 0.168457297888888 
0.094 0.19327191205616 0.391076840450115 0.0659349761313186 0.457011816581434 0.1685985190415 0.167817075585264 
0.095 0.199517308003957 0.403523539186409 0.0680020770608174 0.471525616247227 0.168520719256984 0.167157213836303 
0.096 0.206007652389185 0.416349560861357 0.0701139694907238 0.48646353035208 0.168401689545847 0.166479048647586 
0.097 0.212752557974861 0.429569471019789 0.0722723043483092 0.501841775368098 0.16824357693934 0.165783861534387 
0.098 0.219762026856722 0.443198373115799 0.0744787820863589 0.517677155202158 0.168048410382813 0.165072883245005 
0.099 0.227046464421895 0.457251928476806 0.0767351546849704 0.533987083161776 0.167818110555793 0.164347297151755 
0.1 0.234616693686453 0.471746376770704 0.0790432276947505 0.550789604465454 0.16755449874535 0.163608242343523 
0.101 0.242483970002741 0.486698556970721 0.0814048623226597 0.56810341929338 0.167259304875147 0.162856816453481 
0.102 0.250659996123333 0.502125928808006 0.0838219775615578 0.585947906369564 0.166934174780701 0.162094078249735 
0.103 0.259156937607042 0.518046594699941 0.0862965523642996 0.604343147064241 0.166580676810131 0.161321050013728 
0.104 0.267987438547923 0.534479322136957 0.0888306278630116 0.623309949999969 0.166200307820794 0.160538719731175 
0.105 0.277164637604735 0.551443566506547 0.0914263096339376 0.642869876140485 0.165794498634072 0.159748043114164 
0.106 0.286702184304709 0.568959494328682 0.0940857700079911 0.663045264336673 0.165364619003332 0.158949945474226 
0.107 0.296614255589752 0.587048006870358 0.0968112504268687 0.683859257297227 0.164911982144329 0.158145323462849 
0.108 0.306915572569144 0.60573076410197 0.0996050638442753 0.705335827946245 0.164437848871595 0.157335046694177 
0.109 0.317621417436189 0.625030208950638 0.102469597171483 0.727499806122121 0.163943431379931 0.156519959264212 
0.11 0.328747650500457 0.644969591798698 0.10540731376608 0.750376905564779 0.163429896705858 0.15570088117823 
0.111 0.340310727280108 0.665572995167236 0.108420755962376 0.773993751129612 0.162898369900259 0.154878609698153 
0.112 0.352327715590978 0.686865358515417 0.11151254764148 0.798377906156897 0.162349936940337 0.154053920619707 
0.113 0.364816312560961 0.708872503076836 0.114685396838625 0.823557899915461 0.161785647406039 0.153227569488585 
0.114 0.377794861488687 0.731621156642965 0.117942098384759 0.849563255027724 0.161206516943735 0.15240029276426 
0.115 0.39128236845551 0.755138978192147 0.121285536578879 0.876424514771026 0.160613529537628 0.151572808938765 
0.116 0.405298518588777 0.779454582249655 0.124718687886959 0.904173270136614 0.160007639607426 0.150745819617679 
0.117 0.419863691862147 0.804597562850107 0.128244623662654 0.932842186512761 0.159389773949073 0.149920010569176 
0.118 0.434998978306056 0.830598516958674 0.131866512884206 0.96246502984288 0.15876083353369 0.149096052747368 
0.119 0.450726192486512 0.857489067190161 0.135587624901216 0.993076692091377 0.15812169517859 0.148274603294995 
0.12 0.467067887095798 0.885301883647883 0.139411332184028 1.02471321583191 0.15747321310284 0.147456306529982 
0.121 0.484047365481508 0.914070704684196 0.143341113067563 1.05741181775176 0.156816220378801 0.146641794920821 
0.122 0.501688692922489 0.943830356363683 0.147380554480398 1.09121091084408 0.156151530290056 0.145831690054226 
0.123 0.520016706441339 0.97461677038771 0.15153335464879 1.1261501250365 0.155479937605126 0.14502660359893 
0.124 0.539057022921984 1.00646700021433 0.155803325764116 1.16227032597845 0.154802219775647 0.144227138269099 
0.125 0.558836045279097 1.03941923508193 0.160194396600944 1.19961363168287 0.154119138066862 0.143433888790168 
0.126 0.579380966402474 1.07351281161712 0.164710615071547 1.23822342668866 0.153431438627575 0.14264744287018 
0.127 0.600719770574323 1.10878822267776 0.169356150701145 1.2781443733789 0.15273985350615 0.141868382179091 
0.128 0.622881232031132 1.14528712305097 0.174135297006612 1.31942242005758 0.152045101618472 0.141097283338296 
0.129 0.645894910313736 1.1830523315926 0.179052473759621 1.36210480535222 0.151347889673304 0.140334718922929 
0.13 0.669791142019577 1.22212782935978 0.1841122291134 1.40624005847318 0.150648913059978 0.13958125847861 
0.131 0.694601028540981 1.26255875325189 0.189319241570303 1.45187799482219 0.149948856702855 0.13883746955463 
0.132 0.720356419340714 1.30439138463678 0.194678321765354 1.49906970640213 0.149248395886611 0.138103918755384 
0.133 0.747089890283549 1.3476731323997 0.200194414038716 1.54786754643841 0.148548197055947 0.137381172811472 
0.134 0.77483471650833 1.39245250981156 0.205872597767744 1.59832510757931 0.147848918592997 0.136669799672107 
0.135 0.803624839290601 1.43877910457113 0.211718088426843 1.65049719299797 0.147151211575283 0.135970369619937 
0.136 0.833494826311075 1.48670354133357 0.217736238340833 1.70443977967441 0.146455720516764 0.135283456409712 
0.137 0.864479824710077 1.53627743599468 0.223932537094868 1.76020997308955 0.145763084094169 0.134609638431777 
0.138 0.896615506274123 1.58755334095776 0.230312611561211 1.81786595251897 0.145073935860489 0.133949499901382 
0.139 0.929938004067181 1.64058468056825 0.236882225500356 1.87746690606861 0.144388904947173 0.133303632074696 
0.14 0.964483839787834 1.69542567586107 0.243647278691078 1.93907295455215 0.143708616756282 0.132672634492197 
0.141 1.00028984110425 1.75213125772736 0.250613805541039 2.0027450632684 0.143033693643536 0.132057116250107 
0.142 1.03739304819307 1.81075696757293 0.257787973126621 2.06854494069956 0.142364755592878 0.131457697300165 
0.143 1.07583060868711 1.8713588445101 0.265176078607662 2.13653492311776 0.141702420882876 0.130875009778135 
0.144 1.11563966022017 1.93399329809966 0.27278454595983 2.20677784405949 0.141047306744997 0.13030969936106 
0.145 1.15685719974865 1.99871696564222 0.280619921964521 2.27933688760674 0.140400030013431 0.129762426653046 
0.146 1.19951993882829 2.06558655300848 0.288688871393395 2.35427542440188 0.139761207765865 0.129233868599244 
0.147 1.24366414403302 2.13465865799937 0.296998171322115 2.43165682932148 0.13913145795425 0.128724719927322 
0.148 1.28932546172349 2.20598957523999 0.305554704505498 2.51154427974548 0.138511400024298 0.128235694615375 
0.149 1.33653872640664 2.27963508163949 0.314365451744282 2.59400053338377 0.137901655522073 0.12776752738486 
0.15 1.38533775197691 2.35565020149304 0.323437483172041 2.67908768466508 0.137302848685702 0.12732097521675 
0.151 1.43575510519723 2.43408895036613 0.332777948389636 2.76686689875577 0.136715607019858 0.126896818888497 
0.152 1.48782186086501 2.51500405698685 0.34239406537395 2.8573981223608 0.13614056185029 0.126495864528928 
0.153 1.54156733821862 2.59844666248196 0.35229310808778 2.95073977056974 0.135578348855265 0.126118945187406 
0.154 1.59701881827474 2.68446599643041 0.362482392718558 3.04694838914897 0.135029608570404 0.125766922412946 
0.155 1.6542012419495 2.77310902937572 0.372969262475406 3.14607829185113 0.134494986862947 0.125440687837998 
0.156 1.71313688900947 2.86442010163992 0.383761070876817 3.24818117251674 0.133975135371068 0.125141164760687 
0.157 1.77384503812298 2.9584405285188 0.394865163465274 3.35330569198407 0.133470711903399 0.124869309718114 
0.158 1.83634160854226 3.05520818221367 0.406288857890471 3.46149704010414 0.132982380793472 0.124626114042029 
0.159 1.9006387842423 3.15475705117105 0.418039422309585 3.57279647348064 0.13251081320332 0.124412605386782 
0.16 1.9667446216756 3.25711677786015 0.430124052061514 3.68724082992166 0.132056687370017 0.124229849217723 
0.161 2.0346626426735 3.36231217642005 0.442549844582184 3.80486202100223 0.131620688788445 0.12407895024641 
0.162 2.10439141443422 3.4703627320547 0.45532377254016 3.92568650459486 0.131203510323135 0.123961053796891 
0.163 2.17592411898489 3.58128208454268 0.468452655185931 4.04973473972861 0.130805852241531 0.123877347084959 
0.164 2.24924811498645 3.69507749876 0.481943127924516 4.17702062668452 0.130428422160631 0.123829060389682 
0.165 2.32434449526442 3.81174932568325 0.495801610139612 4.30755093582287 0.130071934898484 0.123817468093632 
0.166 2.40118764398869 3.93129045794337 0.510034271318228 4.4413247292616 0.129737112221682 0.123843889564985 
0.167 2.47974479798703 4.05368578463087 0.524646995547947 4.57833278017881 0.129424682479607 0.123909689851166 
0.168 2.5599756172493 4.17891165070214 0.539645344484282 4.71855699518643 0.129135380115923 0.124016280149832 
0.169 2.64183177025426 4.30693532699391 0.555034518913217 4.86196984590713 0.128869945047587 0.124165118018784 
0.17 2.72525654031423 4.43771449750516 0.570819319063645 5.00853381656881 0.1286291219015 0.124357707281817 
0.171 2.81018445967095 4.57119677123874 0.58700410385593 5.15820087509467 0.128413659098919 0.124595597582677 
0.172 2.89654097857203 4.70731922648951 0.603592749305826 5.31091197579534 0.128224307777817 0.124880383534016 
0.173 2.98424217699234 4.84600799600393 0.620588606337198 5.46659660234113 0.128061820543619 0.125213703402794 
0.174 3.07319452701842 4.98717790189422 0.637994458291932 5.62517236018615 0.127926950039142 0.125597237267866 
0.175 3.16329471416489 5.1307321495462 0.655812478460438 5.78654462800664 0.127820447325133 0.126032704579587 
0.176 3.25442952601617 5.27656208998828 0.674044187990705 5.95060627797899 0.127743060063603 0.126521861045377 
0.177 3.34647581656293 5.42454706026436 0.692690414567143 6.1172374748315 0.127695530497137 0.127066494759391 
0.178 3.43930055440618 5.57455431125098 0.7117512522816 6.28630556353258 0.127678593218671 0.127668421488828 
0.179 3.53276096261327 5.72643903205461 0.731226023147114 6.45766505520173 0.127692972727722 0.128329479024397 
0.18 3.6267047574086 5.88004447959584 0.75111324072908 6.63115772032492 0.127739380770927 0.129051520498113 
0.181 3.72097049205386 6.03520222121696 0.771410576387702 6.80661279760467 0.127818513466837 0.129836406568375 
0.182 3.81538801120584 6.19173249712182 0.792114828638663 6.98384732576049 0.127931048217421 0.130685996370527 
0.183 3.90977901973091 6.34944470816594 0.813221896145009 7.16266660431095 0.128077640411473 0.131602137131215 
0.184 4.00395776840594 6.50813803295969 0.834726754851251 7.34286478781094 0.128258919928231 0.132586652347477 
0.185 4.0977318571562 6.66760217643543 0.856623439759744 7.52422561619517 0.128475487452928 0.133641328437119 
0.186 4.19090315449249 6.82761824997915 0.878905031828886 7.70652328180803 0.12872791061972 0.134767899776101 
0.187 4.28326882964037 6.9879597809657 0.901563650441776 7.88952343140747 0.129016720001383 0.135968032052341 
0.188 4.37462249154497 7.14839384710272 0.924590451852582 8.0729842989553 0.12934240496938 0.137243303883929 
0.189 4.46475542653367 7.30868232843061 0.947975633965647 8.25665796239626 0.129705409452268 0.138595186674157 
0.19 4.5534579239848 7.46858326720372 0.97170844773964 8.44029171494337 0.130106127624852 0.140025022706677 
0.191 4.6405206769501 7.62785232325889 0.995777215436265 8.62362953869516 0.130544899564971 0.141534001522039 
0.192 4.72573624238349 7.78624430993653 1.02016935585102 8.80641366578755 0.131022006919191 0.14312313466234 
0.193 4.80890054351667 7.94351479323684 1.04487141657339 8.98838620981022 0.131537668622837 0.144793228924113 
0.194 4.88981439506881 8.09942173475084 1.06986911322735 9.16929084797819 0.132092036723688 0.146544858320685 
0.195 4.96828503045985 8.25372715708442 1.09514737554153 9.34887453262595 0.132685192362038 0.148378335023933 
0.196 5.04412760908398 8.40619880906816 1.12069039999473 9.52688920906289 0.133317141962641 0.150293679630557 
0.197 5.1171666810521 8.55661180708617 1.14648170867803 9.70309351576419 0.133987813696137 0.152290591178525 
0.198 5.18723758667851 8.70475022841725 1.17250421391291 9.87725444233016 0.134697054268736 0.154368417423061 
0.199 5.25418776840087 8.8504086326037 1.19874028806761 10.0491489206713 0.13544462609914 0.156526125965777 
0.2 5.31787797379736 8.99339348756916 1.22517183792393 10.2185653254931 0.136230204940703 0.15876227691189 
0.201 5.37818332989816 9.13352447849935 1.25178038286706 10.3853048613664 0.137053378004712 0.161074997804756 
0.202 5.43499427105294 9.27063567936084 1.27854713610263 10.5491828154635 0.137913642637155 0.163461961649324 
0.203 5.48821730516704 9.40457656932221 1.30545308805172 10.7100296573739 0.138810405596581 0.165920368881508 
0.204 5.53777560609096 9.5352128791994 1.33247909103615 10.8676919702355 0.139742982974495 0.168446934163084 
0.205 5.58360942325791 9.66242725629338 1.35960594434516 11.0220332006385 0.140710600792323 0.171037878876222 
0.206 5.62567630321716 9.7861197395295 1.38681447877078 11.1729342183003 0.14171239630034 0.173688930153045 
0.207 5.66395112139857 9.90620804053759 1.41408563971301 11.3202936802506 0.142747419994247 0.176395327199352 
0.208 5.69842592615553 10.022627630117 1.44140056798717 11.4640281981042 0.143814638354507 0.179151835555192 
0.209 5.72910960075577 10.135331633296 1.4687406775134 11.6040723108094 0.144912937302257 0.181952769777127 
0.21 5.75602735241385 10.2442905398061 1.49608772913077 11.7403782689369 0.146041126353985 0.184792024829232 
0.211 5.7792200405857 10.3494917401485 1.52342389985425 11.8729156400027 0.147197943445327 0.187663116236065 
0.212 5.79874335948818 10.4509389004275 1.55073184697977 12.0016707474072 0.14838206038276 0.190559228787594 
0.213 5.81466689209342 10.548651191706 1.57799476653754 12.1266459582436 0.149592088870874 0.193473273303141 
0.214 5.8270730546292 10.6426623917163 1.6051964456957 12.247858837412 0.150826587052607 0.196397950670565 
0.215 5.83605595185968 10.7330198783207 1.63232130882033 12.365341187141 0.152084066490682 0.199325822092296 
0.216 5.84172016411605 10.8197835351266 1.65935445700353 12.4791379921302 0.153362999510702 0.202249384206353 
0.217 5.84417948720323 10.9030245901263 1.68628170097435 12.5893062911006 0.154661826820187 0.205161147523512 
0.218 5.84355564595426 10.9828244081734 1.71308958740638 12.6959139955798 0.155978965313467 0.208053716445416 
0.219 5.83997700138311 11.0592732575685 1.73976541872847 12.799038676297 0.157312815969878 0.21091986901475 
0.22 5.83357727015527 11.1324690700449 1.76629726662989 12.8987663366748 0.158661771752199 0.213752634506519 
0.221 5.82449427352099 11.2025162120995 1.79267397952618 12.9951901916257 0.160024225413748 0.216545367003563 
0.222 5.81286873101149 11.2695242839621 1.81888518431686 13.0884094682789 0.161398577125865 0.219291813210111 
0.223 5.79884311215765 11.3336069606171 1.84492128281981 13.1785282434369 0.162783241842662 0.221986172939524 
0.224 5.78256055733094 11.3948808872598 1.87077344330962 13.2656543305694 0.16417665632655 0.224623150957498 
0.225 5.76416387659639 11.4534646394508 1.89643358761812 13.3498982270689 0.165577285766088 0.227197999156836 
0.226 5.74379463327459 11.5094777561021 1.92189437427583 13.4313721303779 0.166983629926812 0.229706548368656 
0.227 5.72159231679046 11.5630398513391 1.94714917818289 13.510189029522 0.168394228785555 0.232145229460163 
0.228 5.69769360739029 11.614269809287 1.97219206729889 13.5864618765859 0.169807667609194 0.234511083713173 
0.229 5.67223173347343 11.6632850639724 1.99701777683298 13.6603028408053 0.171222581449349 0.236801762803661 
0.23 5.6453359206408 11.7102009648435 2.02162168140088 13.7318226462443 0.172637659035078 0.239015518996069 
0.231 5.61713093012742 11.7551302269096 2.04599976559407 13.8011299925037 0.174051646055814 0.241151186415303 
0.232 5.58773668307176 11.7981824632121 2.07014859338013 13.8683310565923 0.175463347836419 0.24320815445616 
0.233 5.55726796608205 11.8394637962523 2.09406527672341 13.9335290729757 0.176871631415122 0.245186334529962 
0.234 5.52583421278428 11.8790765441314 2.11774744378238 13.9968239879138 0.178275427043073 0.247086121430674 
0.235 5.4935393554687 11.9171189764842 2.14119320700518 14.0583121834894 0.179673729131206 0.248908350630251 
0.236 5.46048174057422 11.9536851348049 2.16440113141021 14.1180862662151 0.181065596675978 0.250654252790742 
0.237 5.42675410154707 11.9888647114545 2.18737020330246 14.1762349147569 0.182450153200294 0.252325406715702 
0.238 5.39244358255933 12.0227429814861 2.21009979964226 14.2328427811284 0.183826586249544 0.253923691864358 
0.239 5.3576318066535 12.055400781401 2.23258965824918 14.2879904396502 0.18519414648525 0.255451241427669 
0.24 5.32239498206983 12.0869145290468 2.25483984899233 14.3417543780392 0.186552146420295 0.256910396824584 
0.241 5.28680404079156 12.1173562790568 2.2768507460884 14.3942070251452 0.187899958840332 0.258303664327916 
0.242 5.25092480369033 12.1467938084945 2.29862300160138 14.4454168100959 0.18923701495566 0.25963367437937 
0.243 5.2148181670508 12.1752907276894 2.32015752021287 14.4954482479023 0.190562802326872 0.260903144008493 
0.244 5.17854030568354 12.2029066116117 2.34145543530939 14.5443620469211 0.191876862605944 0.262114842635415 
0.245 5.14214288828361 12.229697147523 2.36251808641314 14.5922152339362 0.193178789132292 0.263271561415412 
0.246 5.10567330114697 12.2557142950425 2.38334699796517 14.6390612930076 0.194468224420771 0.26437608617702 
0.247 5.06917487680654 12.2810064551707 2.40394385945472 14.6849503146254 0.195744857575788 0.265431173915358 
0.248 5.03268712458681 12.305618645215 2.42431050687606 14.7299291520911 0.197008421662632 0.266439532728832 
0.249 4.99624596049339 12.3295926769422 2.44444890548295 14.7740415824252 0.198258691064008 0.267403805029929 
0.25 4.95988393424604 12.3529673356536 2.46436113380253 14.8173284694562 0.199495478846592 0.268326553818099 
0.251 4.92363045162902 12.3757785582194 2.48404936886347 14.8598279270829 0.200718634159277 0.269210251773352 
0.252 4.88751199066619 12.3980596084291 2.50351587258765 14.9015754810168 0.201928039681755 0.270057272911602 
0.253 4.85155231043174 12.419841248305 2.52276297929109 14.9426042275961 0.203123609139157 0.270869886534908 
0.254 4.81577265157855 12.4411519042894 2.54179308423694 14.9829449885263 0.204305284895734 0.271650253210162 
0.255 4.7801919279067 12.4620178274524 2.5606086331819 15.0226264606343 0.205473035638031 0.27240042251652 
0.256 4.74482690850529 12.482463247076 2.57921211285691 15.0616753599329 0.206626854155656 0.273122332313627 
0.257 4.70969239018288 12.5025105171514 2.59760604232282 15.1001165594742 0.207766755225628 0.273817809297904 
0.258 4.67480136005786 12.5221802554869 2.615792965143 15.1379732206299 0.208892773604408 0.274488570631861 
0.259 4.64016514831145 12.5414914752585 2.63377544231569 15.1752669175742 0.210004962130025 0.27513622645049 
0.26 4.60579357121538 12.5604617089488 2.65155604591113 15.2120177548599 0.211103389935261 0.275762283068345 
0.261 4.57169506463548 12.5791071247159 2.66913735336016 15.2482444780761 0.212188140771591 0.276368146730637 
0.262 4.53787680828365 12.5974426353148 2.6865219423437 15.2839645776585 0.213259311442507 0.27695512777062 
0.263 4.50434484104655 12.6154819997508 2.70371238623474 15.3191943859855 0.214317010343969 0.277524445053686 
0.264 4.47110416776079 12.6332379179022 2.72071125004712 15.3539491679493 0.215361356109006 0.27807723060563 
0.265 4.43815885783445 12.6507221183792 2.73752108684823 15.3882432052274 0.216392476352881 0.278614534338107 
0.266 4.40551213613431 12.66794543992 2.75414443459523 15.4220898745152 0.217410506514829 0.279137328798557 
0.267 4.37316646656931 12.6849179066404 2.77058381335702 15.4555017199974 0.218415588791998 0.279646513884712 
0.268 4.3411236288042 12.7016487974655 2.7868417228871 15.4884905203526 0.219407871161041 0.280142921475102 
0.269 4.30938478853565 12.7181467100791 2.80292064051448 15.5210673505936 0.220387506482621 0.280627319937052 
0.27 4.27795056175562 12.734419619724 2.81882301932279 15.5532426390468 0.22135465168407 0.281100418482349 
0.271 4.24682107341629 12.750474933185 2.83455128658958 15.5850262197746 0.2223094670154 0.281562871348288 
0.272 4.21599601089687 12.7663195382779 2.85010784246035 15.6164273807383 0.223252115373951 0.282015281788202 
0.273 4.18547467265669 12.7819598491581 2.86549505883381 15.6474549079919 0.224182761693039 0.282458205861062 
0.274 4.15525601244114 12.7974018477514 2.88071527843674 15.6781171261881 0.225101572390095 0.282892156014164 
0.275 4.12533867938855 12.8126511215954 2.89577081406895 15.7084219356644 0.226008714869962 0.283317604456758 
0.276 4.09572105436664 12.8277128983674 2.91066394800027 15.7383768463677 0.226904357079172 0.283734986325505 
0.277 4.0664012828475 12.8425920773573 2.92539693150326 15.7679890088605 0.227788667107243 0.284144702644999 
0.278 4.03737730461078 12.8572932581312 2.93997198450681 15.797265242638 0.228661812831213 0.284547123088588 
0.279 4.00864688054523 12.8718207666166 2.95439129535711 15.8262120619737 0.229523961599855 0.284942588546178 
0.28 3.98020761680015 12.8861786788216 2.96865702067382 15.8548356994954 0.230375279954235 0.285331413506801 
0.281 3.95205698652021 12.9003708423914 2.98277128529039 15.8831421276818 0.231215933381452 0.285713888264419 
0.282 3.92419234937947 12.914400896185 2.99673618226851 15.9111370784535 0.232046086098641 0.286090280956056 
0.283 3.89661096911409 12.9282722880474 3.01055377297777 15.9388260610252 0.232865900864505 0.286460839441512 
0.284 3.86931002923732 12.9419882909346 3.02422608723243 15.966214378167 0.233675538815839 0.286825793034102 
0.285 3.84228664710564 12.9555520175393 3.03775512347789 15.9933071410172 0.234475159326701 0.287185354091778 
0.286 3.81553788649086 12.9689664335525 3.05114284902055 16.0201092825731 0.235264919888051 0.287539719477813 
0.287 3.78906076880009 12.982234369685 3.06439120029497 16.04662556998 0.236044976005877 0.287889071900051 
0.288 3.76285228307316 12.995358532563 3.07750208316328 16.0728606157263 0.236815481115958 0.288233581137336 
0.289 3.73690939487599 13.0083415146019 3.09047737324198 16.0988188878439 0.237576586513577 0.288573405161426 
0.29 3.71122905419766 13.021185802954 3.1033189162521 16.1245047192061 0.238328441296651 0.288908691162262 
0.291 3.68580820244957 13.0338937876161 3.11602852838885 16.149922316005 0.239071192320861 0.289239576484113 
0.292 3.66064377865587 13.0464677687785 3.12860799670754 16.175075765486 0.239804984165493 0.289566189479593 
0.293 3.63573272491632 13.0589099634846 3.14105907952275 16.1999690430073 0.240529959108823 0.289888650288202 
0.294 3.61107199121512 13.0712225116697 3.1533835068182 16.2246060184879 0.241246257111982 0.290207071545578 
0.295 3.58665853964236 13.0834074816371 3.16558298066491 16.248990462302 0.241954015810322 0.290521559029249 
0.296 3.56248934808842 13.0954668750255 3.17765917564569 16.2731260506712 0.242653370511428 0.290832212246209 
0.297 3.53856141346585 13.1074026313182 3.18961373928412 16.2970163706023 0.243344454198958 0.291139124967374 
0.298 3.51487175450812 13.1192166319372 3.20144829247636 16.3206649244136 0.244027397541619 0.291442385713454 
0.299 3.49141741418961 13.1309107039632 3.21316442992452 16.3440751338877 0.24470232890661 0.291742078196526 
0.3 3.46819546180709 13.142486623518 3.22476372057029 16.3672503440883 0.245369374376969 0.292038281721256 
0.301 3.44520299475878 13.1539461188419 3.23624770802772 16.3901938268697 0.246028657772291 0.292331071549319 
0.302 3.42243714005368 13.1652908730967 3.24761791101434 16.412908784111 0.246680300672342 0.292620519230358 
0.303 3.39989505558037 13.1765225269194 3.25887582377966 16.435398350699 0.247324422443164 0.292906692902505 
0.304 3.37757393116175 13.1876426807535 3.27002291653057 16.457665597284 0.24796114026527 0.293189657565275 
0.305 3.35547098941939 13.1986528969776 3.28106063585273 16.4797135328303 0.248590569163621 0.293469475327329 
0.306 3.33358348646874 13.209554701852 3.29199040512775 16.5015451069797 0.249212822039051 0.293746205631424 
0.307 3.31190871246441 13.2203495873011 3.30281362494557 16.5231632122467 0.249828009700901 0.294019905458715 
0.308 3.29044399201253 13.2310390125474 3.31353167351163 16.5445706860591 0.250436240900605 0.294290629514297 
0.309 3.26918668446563 13.2416244056117 3.32414590704868 16.5657703126604 0.251037622366025 0.294558430395738 
0.31 3.24813418411387 13.2521071646923 3.33465766019282 16.5867648248851 0.251632258836343 0.294823358746233 
0.311 3.22728392028476 13.2624886594358 3.34506824638367 16.6075569058194 0.252220253097353 0.295085463393796 
0.312 3.20663335736258 13.272770232108 3.35537895824848 16.6281491903565 0.252801706016994 0.295344791477829 
